CustomerID,Recency,Frequency,Monetary,R,F,M,RFM_Score
14904.0,24,2,1025.44,5,3,4,534
14138.0,23,2,965.88,5,3,4,534
17144.0,23,2,984.57,5,3,4,534
12358.0,23,2,1168.06,5,3,4,534
12985.0,22,2,1239.38,5,3,4,534
13914.0,33,2,626.45,5,3,3,533
16364.0,33,2,705.79,5,3,3,533
16347.0,33,2,847.45,5,3,3,533
14597.0,33,2,866.24,5,3,3,533
13258.0,33,3,672.83,5,3,3,533
15197.0,32,2,523.11,5,3,3,533
14550.0,32,2,757.37,5,3,3,533
17466.0,32,2,763.28,5,3,3,533
15239.0,32,2,780.59,5,3,3,533
15297.0,32,3,641.94,5,3,3,533
14723.0,32,3,666.71,5,3,3,533
12784.0,31,2,532.82,5,3,3,533
15680.0,31,2,854.79,5,3,3,533
15467.0,31,3,524.88,5,3,3,533
14618.0,31,3,553.44,5,3,3,533
15414.0,31,3,774.9,5,3,3,533
17321.0,30,2,657.16,5,3,3,533
13040.0,30,2,676.99,5,3,3,533
15951.0,30,2,708.22,5,3,3,533
14869.0,30,2,721.45,5,3,3,533
17566.0,30,2,869.77,5,3,3,533
17014.0,30,3,583.43,5,3,3,533
17495.0,29,2,497.56,5,3,3,533
14023.0,29,2,584.07,5,3,3,533
14788.0,29,2,679.44,5,3,3,533
14126.0,29,3,706.13,5,3,3,533
16561.0,27,2,511.12,5,3,3,533
12673.0,27,2,610.52,5,3,3,533
13822.0,27,2,632.0,5,3,3,533
12719.0,27,2,644.95,5,3,3,533
17618.0,27,2,651.3,5,3,3,533
13596.0,27,2,664.11,5,3,3,533
17827.0,27,2,716.37,5,3,3,533
13736.0,27,2,729.8,5,3,3,533
14720.0,27,3,663.81,5,3,3,533
16811.0,26,2,547.07,5,3,3,533
13311.0,26,2,598.57,5,3,3,533
13417.0,26,2,640.83,5,3,3,533
16642.0,26,2,688.33,5,3,3,533
12925.0,26,2,694.05,5,3,3,533
15274.0,26,2,716.57,5,3,3,533
15053.0,26,3,693.95,5,3,3,533
17290.0,25,2,513.01,5,3,3,533
17119.0,25,2,606.91,5,3,3,533
17666.0,25,2,728.16,5,3,3,533
14737.0,25,2,730.55,5,3,3,533
15157.0,25,2,850.61,5,3,3,533
16495.0,25,3,648.26,5,3,3,533
14293.0,25,3,681.64,5,3,3,533
16015.0,25,3,704.55,5,3,3,533
16368.0,24,2,479.91,5,3,3,533
17503.0,24,2,558.96,5,3,3,533
16539.0,24,2,641.56,5,3,3,533
14708.0,24,2,707.31,5,3,3,533
15969.0,24,3,666.1,5,3,3,533
15568.0,24,3,758.29,5,3,3,533
15877.0,23,2,490.33,5,3,3,533
16933.0,23,2,563.23,5,3,3,533
17631.0,23,3,528.33,5,3,3,533
13318.0,23,3,640.76,5,3,3,533
15344.0,22,3,563.94,5,3,3,533
15714.0,33,2,330.03,5,3,2,532
17031.0,33,2,380.35,5,3,2,532
14470.0,33,2,461.19,5,3,2,532
13068.0,32,2,344.0,5,3,2,532
13657.0,32,2,382.14,5,3,2,532
17711.0,32,2,385.1,5,3,2,532
12375.0,32,2,457.5,5,3,2,532
18158.0,31,2,453.4,5,3,2,532
17736.0,31,3,377.44,5,3,2,532
12787.0,31,3,463.66,5,3,2,532
16119.0,30,2,423.36,5,3,2,532
15028.0,30,3,441.16,5,3,2,532
15862.0,30,3,478.65,5,3,2,532
17157.0,29,2,319.0,5,3,2,532
17221.0,29,2,334.48,5,3,2,532
13780.0,29,2,360.01,5,3,2,532
13705.0,29,2,393.72,5,3,2,532
16038.0,29,3,471.78,5,3,2,532
12827.0,27,3,430.15,5,3,2,532
13838.0,27,3,444.16,5,3,2,532
16968.0,26,2,439.43,5,3,2,532
16851.0,26,3,342.45,5,3,2,532
17817.0,26,3,387.68,5,3,2,532
17579.0,26,3,448.9,5,3,2,532
17884.0,25,2,372.55,5,3,2,532
17250.0,25,2,381.97,5,3,2,532
18154.0,25,2,399.19,5,3,2,532
14871.0,25,3,380.33,5,3,2,532
15883.0,24,2,396.48,5,3,2,532
17232.0,24,2,417.77,5,3,2,532
15525.0,24,2,459.44,5,3,2,532
17266.0,24,3,296.58,5,3,2,532
17835.0,24,3,342.24,5,3,2,532
16322.0,23,2,326.75,5,3,2,532
17668.0,23,2,347.75,5,3,2,532
13954.0,23,2,439.92,5,3,2,532
16442.0,23,2,462.24,5,3,2,532
17830.0,23,3,398.7,5,3,2,532
13077.0,23,3,414.3,5,3,2,532
14836.0,32,3,102.45,5,3,1,531
14385.0,31,3,202.11,5,3,1,531
14287.0,30,3,176.63,5,3,1,531
18273.0,24,3,204.0,5,3,1,531
15195.0,24,1,3861.0,5,2,5,525
16800.0,33,1,1162.65,5,2,4,524
12479.0,33,1,527.2,5,2,3,523
17806.0,33,1,546.04,5,2,3,523
15539.0,29,1,538.46,5,2,3,523
13153.0,27,1,486.22,5,2,3,523
16535.0,27,1,593.75,5,2,3,523
15773.0,27,1,635.68,5,2,3,523
12478.0,25,1,680.99,5,2,3,523
12713.0,22,1,848.55,5,2,3,523
13030.0,33,1,350.08,5,2,2,522
13844.0,33,1,361.62,5,2,2,522
17379.0,33,1,389.72,5,2,2,522
15721.0,33,1,471.4,5,2,2,522
17237.0,33,2,314.69,5,2,2,522
15619.0,32,1,336.4,5,2,2,522
14452.0,32,2,259.05,5,2,2,522
16479.0,32,2,300.83,5,2,2,522
12953.0,31,1,329.85,5,2,2,522
17911.0,31,1,366.23,5,2,2,522
14804.0,30,1,353.27,5,2,2,522
12962.0,29,2,266.39,5,2,2,522
17936.0,27,1,380.13,5,2,2,522
14658.0,27,2,247.15,5,2,2,522
13790.0,26,1,348.8,5,2,2,522
17254.0,26,2,271.19,5,2,2,522
16149.0,26,2,280.52,5,2,2,522
13083.0,26,2,303.75,5,2,2,522
15318.0,25,1,312.62,5,2,2,522
12650.0,25,1,314.44,5,2,2,522
17914.0,25,1,329.36,5,2,2,522
15822.0,25,1,445.27,5,2,2,522
16313.0,25,2,274.15,5,2,2,522
15471.0,24,1,454.48,5,2,2,522
15520.0,23,1,343.5,5,2,2,522
13298.0,23,1,360.0,5,2,2,522
13404.0,23,2,252.49,5,2,2,522
14520.0,23,2,270.6,5,2,2,522
17852.0,33,2,114.34,5,2,1,521
18101.0,33,2,222.4,5,2,1,521
14785.0,32,2,77.4,5,2,1,521
17468.0,32,2,137.0,5,2,1,521
16852.0,32,2,144.91,5,2,1,521
17772.0,32,2,173.45,5,2,1,521
17737.0,31,2,168.24,5,2,1,521
14960.0,30,2,221.27,5,2,1,521
18282.0,29,2,178.05,5,2,1,521
14354.0,27,2,163.62,5,2,1,521
18030.0,26,2,230.65,5,2,1,521
15690.0,26,2,239.76,5,2,1,521
16620.0,25,2,178.96,5,2,1,521
18005.0,25,2,226.47,5,2,1,521
17436.0,23,2,216.3,5,2,1,521
12660.0,33,1,245.1,5,1,2,512
14480.0,33,1,279.05,5,1,2,512
15783.0,32,1,246.3,5,1,2,512
13349.0,32,1,247.32,5,1,2,512
15148.0,32,1,301.29,5,1,2,512
14448.0,31,1,273.0,5,1,2,512
12558.0,29,1,269.96,5,1,2,512
15097.0,26,1,248.08,5,1,2,512
16528.0,25,1,244.41,5,1,2,512
13188.0,33,1,114.6,5,1,1,511
17359.0,33,1,127.86,5,1,1,511
15540.0,33,1,213.3,5,1,1,511
14349.0,32,1,133.5,5,1,1,511
13496.0,32,1,152.32,5,1,1,511
13428.0,32,1,201.78,5,1,1,511
14601.0,32,1,213.96,5,1,1,511
15790.0,32,1,218.75,5,1,1,511
12966.0,31,1,160.18,5,1,1,511
18058.0,31,1,170.16,5,1,1,511
13255.0,31,1,173.81,5,1,1,511
16789.0,30,1,80.8,5,1,1,511
15904.0,30,1,164.68,5,1,1,511
15101.0,30,1,215.25,5,1,1,511
14865.0,29,1,15.0,5,1,1,511
17942.0,29,1,77.5,5,1,1,511
18174.0,29,1,104.0,5,1,1,511
14594.0,29,1,108.33,5,1,1,511
12587.0,29,1,144.0,5,1,1,511
13560.0,29,1,171.42,5,1,1,511
13017.0,29,1,204.0,5,1,1,511
16988.0,27,1,126.12,5,1,1,511
14219.0,26,1,89.94,5,1,1,511
16597.0,26,1,90.04,5,1,1,511
18015.0,26,1,120.03,5,1,1,511
12367.0,26,1,168.9,5,1,1,511
13173.0,26,1,187.71,5,1,1,511
17383.0,26,1,193.39,5,1,1,511
15992.0,25,1,41.99,5,1,1,511
16569.0,25,1,124.2,5,1,1,511
14578.0,25,1,168.63,5,1,1,511
12442.0,25,1,172.06,5,1,1,511
14204.0,24,1,150.61,5,1,1,511
14087.0,24,1,191.47,5,1,1,511
13436.0,23,1,196.89,5,1,1,511
14569.0,23,1,227.39,5,1,1,511
16618.0,53,5,2647.59,4,5,5,455
13975.0,53,6,2461.24,4,5,5,455
14676.0,53,6,2548.24,4,5,5,455
17160.0,53,6,3518.03,4,5,5,455
13381.0,53,6,3639.31,4,5,5,455
13047.0,53,7,2870.91,4,5,5,455
15356.0,53,8,2379.11,4,5,5,455
16837.0,53,11,3170.98,4,5,5,455
15249.0,53,13,6688.46,4,5,5,455
13695.0,53,15,2504.13,4,5,5,455
16187.0,53,15,6911.44,4,5,5,455
14188.0,52,6,2054.36,4,5,5,455
13804.0,52,7,2588.39,4,5,5,455
13384.0,52,7,4151.93,4,5,5,455
13209.0,52,7,5572.76,4,5,5,455
12949.0,52,8,4167.22,4,5,5,455
15114.0,52,10,2760.56,4,5,5,455
17690.0,52,11,4038.9,4,5,5,455
16767.0,52,11,5575.56,4,5,5,455
17865.0,52,18,9446.49,4,5,5,455
12473.0,51,5,3928.05,4,5,5,455
16218.0,51,6,2613.38,4,5,5,455
17416.0,51,7,6893.42,4,5,5,455
12708.0,51,9,2516.47,4,5,5,455
17340.0,51,9,7992.9,4,5,5,455
13983.0,51,11,2274.07,4,5,5,455
13148.0,51,11,3373.86,4,5,5,455
14944.0,51,12,5900.25,4,5,5,455
12517.0,50,5,2481.6,4,5,5,455
12726.0,50,6,2438.82,4,5,5,455
12685.0,50,6,2863.08,4,5,5,455
17069.0,50,7,2126.5,4,5,5,455
12600.0,50,8,2324.24,4,5,5,455
17071.0,50,9,2429.03,4,5,5,455
17512.0,50,10,2924.99,4,5,5,455
16912.0,50,11,2555.58,4,5,5,455
12712.0,50,11,3925.5,4,5,5,455
14543.0,50,15,3345.33,4,5,5,455
13451.0,48,5,2898.26,4,5,5,455
13450.0,48,6,2043.72,4,5,5,455
12867.0,48,6,3646.55,4,5,5,455
13700.0,48,10,2248.63,4,5,5,455
14227.0,48,10,3350.96,4,5,5,455
13178.0,48,10,5015.47,4,5,5,455
14530.0,47,6,2862.11,4,5,5,455
15365.0,47,7,2314.32,4,5,5,455
12428.0,47,9,7956.46,4,5,5,455
15058.0,47,11,2102.54,4,5,5,455
17652.0,47,12,4867.72,4,5,5,455
15291.0,47,13,4019.4,4,5,5,455
14680.0,47,14,25878.71,4,5,5,455
15125.0,47,15,11528.48,4,5,5,455
14640.0,46,6,2107.38,4,5,5,455
17314.0,46,8,2527.92,4,5,5,455
15981.0,46,8,3408.48,4,5,5,455
17220.0,46,13,2870.05,4,5,5,455
15955.0,46,13,3843.88,4,5,5,455
12415.0,46,21,124914.53,4,5,5,455
16717.0,45,5,3535.83,4,5,5,455
17596.0,45,6,2415.72,4,5,5,455
12910.0,45,8,3075.04,4,5,5,455
18075.0,45,9,2412.8,4,5,5,455
12626.0,45,9,6620.48,4,5,5,455
14426.0,45,10,4481.67,4,5,5,455
12500.0,45,11,4257.82,4,5,5,455
13629.0,45,11,7792.36,4,5,5,455
12731.0,45,11,17824.01,4,5,5,455
14057.0,45,15,5285.74,4,5,5,455
15805.0,45,16,5117.38,4,5,5,455
17377.0,45,17,3273.24,4,5,5,455
12753.0,44,5,17838.8,4,5,5,455
16871.0,44,6,2812.34,4,5,5,455
12477.0,44,6,13219.74,4,5,5,455
14112.0,44,7,2915.15,4,5,5,455
12647.0,44,8,2529.22,4,5,5,455
12481.0,44,8,4788.48,4,5,5,455
12567.0,44,8,7458.9,4,5,5,455
17799.0,44,9,2815.69,4,5,5,455
15529.0,44,9,3641.14,4,5,5,455
16186.0,44,11,3699.26,4,5,5,455
17716.0,44,11,5655.99,4,5,5,455
13871.0,44,13,6403.25,4,5,5,455
17613.0,44,14,4544.55,4,5,5,455
16656.0,44,14,8197.04,4,5,5,455
14903.0,43,5,2795.33,4,5,5,455
12444.0,43,5,5005.46,4,5,5,455
13880.0,43,12,3121.97,4,5,5,455
12931.0,43,13,41878.96,4,5,5,455
16945.0,43,18,4065.65,4,5,5,455
14849.0,43,20,7363.65,4,5,5,455
13988.0,41,6,4147.96,4,5,5,455
17758.0,41,8,3408.2,4,5,5,455
14525.0,41,8,3753.6,4,5,5,455
12395.0,41,10,2338.71,4,5,5,455
14159.0,41,10,4440.43,4,5,5,455
14502.0,41,11,2429.83,4,5,5,455
15044.0,41,13,5545.18,4,5,5,455
15465.0,41,16,6486.77,4,5,5,455
12540.0,41,16,12519.23,4,5,5,455
15093.0,40,5,3973.29,4,5,5,455
14482.0,40,6,2022.81,4,5,5,455
15527.0,40,7,2207.13,4,5,5,455
15105.0,40,7,2298.93,4,5,5,455
15671.0,40,7,2657.13,4,5,5,455
13862.0,40,8,2209.36,4,5,5,455
13971.0,40,8,2758.26,4,5,5,455
16713.0,40,13,6152.24,4,5,5,455
15738.0,40,15,4482.77,4,5,5,455
12656.0,39,5,4051.17,4,5,5,455
14515.0,39,6,2076.89,4,5,5,455
16633.0,39,6,2883.1,4,5,5,455
16655.0,39,6,3789.52,4,5,5,455
18139.0,39,6,8438.34,4,5,5,455
16107.0,39,7,3204.16,4,5,5,455
14505.0,39,7,4820.83,4,5,5,455
14329.0,39,7,4975.24,4,5,5,455
17338.0,39,7,5725.94,4,5,5,455
12483.0,39,8,2484.98,4,5,5,455
15845.0,39,8,3711.77,4,5,5,455
16985.0,39,9,4530.8,4,5,5,455
17659.0,39,10,2639.51,4,5,5,455
15150.0,39,10,5291.33,4,5,5,455
13268.0,39,11,3174.75,4,5,5,455
16722.0,39,11,3931.29,4,5,5,455
16607.0,39,12,2692.89,4,5,5,455
15971.0,39,12,4199.85,4,5,5,455
13488.0,39,12,7586.39,4,5,5,455
12474.0,39,18,7324.09,4,5,5,455
16422.0,39,48,32659.08,4,5,5,455
17685.0,38,5,2692.81,4,5,5,455
15727.0,38,6,3642.11,4,5,5,455
12948.0,38,7,2064.95,4,5,5,455
14334.0,38,7,2232.06,4,5,5,455
16255.0,38,7,2245.66,4,5,5,455
16057.0,38,7,2263.12,4,5,5,455
13139.0,38,7,5064.94,4,5,5,455
12619.0,38,9,3641.24,4,5,5,455
17809.0,38,9,4160.41,4,5,5,455
14733.0,38,9,5228.69,4,5,5,455
14099.0,38,10,2720.65,4,5,5,455
16670.0,38,10,3692.29,4,5,5,455
17725.0,38,11,3439.08,4,5,5,455
13742.0,38,12,3107.87,4,5,5,455
13018.0,38,28,7277.7,4,5,5,455
12388.0,37,6,2780.66,4,5,5,455
15270.0,37,7,2379.49,4,5,5,455
15034.0,37,7,3453.76,4,5,5,455
17133.0,37,7,4892.24,4,5,5,455
16609.0,37,7,5493.46,4,5,5,455
15632.0,37,8,3285.31,4,5,5,455
12705.0,37,8,6010.29,4,5,5,455
13588.0,37,9,2478.95,4,5,5,455
15502.0,37,9,9455.53,4,5,5,455
16570.0,37,10,3738.4,4,5,5,455
12476.0,37,10,6803.97,4,5,5,455
15482.0,37,10,10331.32,4,5,5,455
17975.0,37,11,3861.77,4,5,5,455
14709.0,37,12,4606.94,4,5,5,455
17139.0,37,12,10650.77,4,5,5,455
12757.0,37,13,7834.65,4,5,5,455
12709.0,37,13,8390.83,4,5,5,455
14607.0,37,14,16209.5,4,5,5,455
15005.0,37,26,5824.96,4,5,5,455
16327.0,36,5,3284.67,4,5,5,455
15382.0,36,6,5955.71,4,5,5,455
13437.0,36,7,3408.06,4,5,5,455
13050.0,36,13,4636.99,4,5,5,455
16814.0,36,20,6143.41,4,5,5,455
18172.0,36,20,7561.68,4,5,5,455
12681.0,36,20,11669.43,4,5,5,455
18177.0,53,6,1340.87,4,5,4,454
13110.0,53,7,1488.67,4,5,4,454
14524.0,53,8,1568.38,4,5,4,454
17867.0,52,6,1157.87,4,5,4,454
16880.0,52,7,1491.43,4,5,4,454
16743.0,51,6,1782.85,4,5,4,454
14466.0,51,6,1892.65,4,5,4,454
12599.0,51,7,1032.58,4,5,4,454
16434.0,51,7,1511.8,4,5,4,454
16791.0,51,7,1705.78,4,5,4,454
16332.0,50,7,1582.8,4,5,4,454
17162.0,50,10,1715.46,4,5,4,454
17790.0,48,9,1564.75,4,5,4,454
15203.0,47,6,1827.8,4,5,4,454
13549.0,47,7,918.2,4,5,4,454
17663.0,47,7,1802.91,4,5,4,454
15660.0,47,8,1391.56,4,5,4,454
12676.0,46,6,1331.39,4,5,4,454
14533.0,46,6,1516.22,4,5,4,454
14948.0,45,6,1101.97,4,5,4,454
14507.0,45,6,1367.88,4,5,4,454
17368.0,45,8,1878.87,4,5,4,454
16531.0,44,6,1151.77,4,5,4,454
15864.0,44,6,1936.32,4,5,4,454
16638.0,44,8,1609.92,4,5,4,454
14434.0,43,6,1372.8,4,5,4,454
17063.0,43,7,1461.14,4,5,4,454
18061.0,43,9,1714.25,4,5,4,454
16293.0,43,9,1870.24,4,5,4,454
13094.0,43,11,1703.64,4,5,4,454
14595.0,41,6,1740.6,4,5,4,454
15906.0,41,7,1567.69,4,5,4,454
16710.0,41,8,1948.07,4,5,4,454
12523.0,41,11,1789.77,4,5,4,454
14030.0,40,6,1682.34,4,5,4,454
13246.0,40,6,1961.52,4,5,4,454
14587.0,40,9,1580.29,4,5,4,454
14834.0,39,6,1720.3,4,5,4,454
13456.0,39,6,1766.72,4,5,4,454
16365.0,39,7,1171.96,4,5,4,454
17135.0,38,6,924.15,4,5,4,454
15916.0,38,6,1270.41,4,5,4,454
13650.0,38,6,1836.34,4,5,4,454
17422.0,38,6,1979.37,4,5,4,454
16173.0,37,6,1418.32,4,5,4,454
17228.0,37,6,1550.14,4,5,4,454
15953.0,37,7,1449.54,4,5,4,454
16719.0,36,6,1339.49,4,5,4,454
17562.0,36,7,1122.38,4,5,4,454
15473.0,36,7,1771.2,4,5,4,454
15737.0,36,8,1188.12,4,5,4,454
15134.0,36,8,1387.99,4,5,4,454
13184.0,36,10,1668.95,4,5,4,454
17109.0,51,6,881.29,4,5,3,453
18236.0,51,6,882.24,4,5,3,453
13117.0,43,6,596.76,4,5,3,453
17888.0,43,7,686.57,4,5,3,453
17961.0,43,36,726.69,4,5,3,453
12778.0,41,6,822.23,4,5,3,453
14883.0,40,6,761.59,4,5,3,453
14744.0,38,6,874.98,4,5,3,453
17323.0,37,7,906.52,4,5,3,453
16877.0,34,6,846.62,4,5,3,453
13991.0,34,6,852.88,4,5,3,453
13782.0,34,6,908.86,4,5,3,453
16668.0,37,6,306.72,4,5,2,452
14360.0,53,4,2118.03,4,4,5,445
12721.0,53,5,2369.53,4,4,5,445
16041.0,52,3,3166.4,4,4,5,445
14691.0,52,5,2114.33,4,4,5,445
17059.0,51,4,2358.03,4,4,5,445
16126.0,51,4,6287.77,4,4,5,445
16628.0,51,5,2188.05,4,4,5,445
17088.0,50,4,1991.01,4,4,5,445
13895.0,50,4,2593.07,4,4,5,445
12480.0,50,4,3281.63,4,4,5,445
14226.0,50,5,2214.79,4,4,5,445
18069.0,48,5,2009.24,4,4,5,445
16303.0,47,3,5360.63,4,4,5,445
13735.0,46,4,2883.54,4,4,5,445
13632.0,46,5,2118.93,4,4,5,445
14286.0,45,3,4628.75,4,4,5,445
13285.0,45,4,2709.12,4,4,5,445
14626.0,45,4,2791.27,4,4,5,445
12356.0,44,3,2811.43,4,4,5,445
13815.0,44,4,4027.36,4,4,5,445
12449.0,44,4,4067.29,4,4,5,445
12539.0,44,4,5568.35,4,4,5,445
12610.0,44,5,2099.54,4,4,5,445
12380.0,43,4,2724.81,4,4,5,445
13941.0,43,4,4017.84,4,4,5,445
12597.0,41,4,3811.22,4,4,5,445
15676.0,40,3,3435.76,4,4,5,445
17625.0,40,4,2020.4,4,4,5,445
15179.0,40,5,2206.95,4,4,5,445
16532.0,39,3,6748.8,4,4,5,445
13448.0,38,3,2705.15,4,4,5,445
17700.0,38,4,2534.64,4,4,5,445
13644.0,38,4,2624.26,4,4,5,445
14049.0,38,4,5578.72,4,4,5,445
12557.0,38,4,11370.96,4,4,5,445
18188.0,37,3,2001.04,4,4,5,445
14277.0,37,3,4188.0,4,4,5,445
18145.0,34,4,2861.55,4,4,5,445
16639.0,53,3,1257.51,4,4,4,444
15950.0,53,3,1315.89,4,4,4,444
17633.0,53,4,1324.84,4,4,4,444
15027.0,52,4,1066.15,4,4,4,444
16996.0,52,4,1329.42,4,4,4,444
17702.0,52,4,1824.37,4,4,4,444
14214.0,52,5,1004.38,4,4,4,444
15289.0,51,3,939.78,4,4,4,444
14748.0,51,3,945.33,4,4,4,444
12541.0,51,3,981.18,4,4,4,444
15238.0,51,3,1071.99,4,4,4,444
17932.0,51,3,1331.57,4,4,4,444
18125.0,51,4,1131.75,4,4,4,444
16003.0,51,4,1554.37,4,4,4,444
14064.0,51,5,1334.34,4,4,4,444
12697.0,50,3,957.59,4,4,4,444
13310.0,50,3,1132.03,4,4,4,444
13810.0,50,3,1499.01,4,4,4,444
16671.0,50,3,1692.27,4,4,4,444
17015.0,50,3,1838.61,4,4,4,444
15608.0,50,4,1093.68,4,4,4,444
17191.0,50,4,1583.57,4,4,4,444
17054.0,50,5,1356.33,4,4,4,444
14035.0,50,5,1428.02,4,4,4,444
15787.0,48,3,933.26,4,4,4,444
15449.0,48,3,974.52,4,4,4,444
16416.0,48,3,1051.4,4,4,4,444
17720.0,48,3,1093.94,4,4,4,444
16571.0,48,3,1421.69,4,4,4,444
17838.0,48,3,1817.94,4,4,4,444
16726.0,48,4,1229.17,4,4,4,444
15411.0,48,4,1348.93,4,4,4,444
14487.0,48,5,1040.38,4,4,4,444
17211.0,48,5,1537.51,4,4,4,444
12642.0,47,3,1013.26,4,4,4,444
15532.0,47,3,1210.93,4,4,4,444
18263.0,47,3,1213.16,4,4,4,444
15050.0,47,3,1737.69,4,4,4,444
14684.0,47,4,1033.15,4,4,4,444
13577.0,47,4,1687.6,4,4,4,444
15681.0,47,5,1426.16,4,4,4,444
13692.0,46,3,1488.32,4,4,4,444
14522.0,46,4,974.54,4,4,4,444
13614.0,46,4,1585.46,4,4,4,444
16341.0,46,4,1971.87,4,4,4,444
13410.0,46,5,1003.06,4,4,4,444
13131.0,45,3,1073.3,4,4,4,444
13447.0,45,3,1129.14,4,4,4,444
13500.0,45,3,1166.77,4,4,4,444
12640.0,45,3,1174.58,4,4,4,444
16669.0,45,3,1348.88,4,4,4,444
15051.0,45,3,1383.36,4,4,4,444
18167.0,45,3,1384.86,4,4,4,444
16245.0,45,3,1413.66,4,4,4,444
15110.0,45,4,996.1,4,4,4,444
16085.0,45,5,981.51,4,4,4,444
14898.0,45,5,1170.81,4,4,4,444
15506.0,44,3,972.08,4,4,4,444
15563.0,44,3,1130.25,4,4,4,444
15489.0,44,3,1134.28,4,4,4,444
17095.0,44,3,1324.16,4,4,4,444
13308.0,44,3,1385.51,4,4,4,444
16009.0,44,4,972.11,4,4,4,444
12997.0,44,4,1226.89,4,4,4,444
17147.0,44,4,1714.59,4,4,4,444
15811.0,44,4,1779.82,4,4,4,444
17828.0,44,4,1820.09,4,4,4,444
18221.0,44,5,1041.61,4,4,4,444
16042.0,44,5,1177.47,4,4,4,444
13313.0,44,5,1555.32,4,4,4,444
15267.0,44,5,1717.36,4,4,4,444
16511.0,43,3,918.33,4,4,4,444
15933.0,43,3,1107.46,4,4,4,444
13516.0,43,3,1389.41,4,4,4,444
16279.0,43,3,1502.78,4,4,4,444
17159.0,43,3,1538.88,4,4,4,444
16350.0,43,4,1116.47,4,4,4,444
16463.0,43,4,1422.4,4,4,4,444
15530.0,43,4,1497.31,4,4,4,444
14285.0,43,4,1910.01,4,4,4,444
16533.0,41,3,1082.81,4,4,4,444
16762.0,41,3,1207.24,4,4,4,444
16464.0,41,3,1298.66,4,4,4,444
15426.0,41,4,1021.5,4,4,4,444
15745.0,41,4,1094.59,4,4,4,444
14477.0,41,4,1309.6,4,4,4,444
17738.0,41,4,1879.05,4,4,4,444
13118.0,41,5,1197.81,4,4,4,444
14116.0,41,5,1382.74,4,4,4,444
13282.0,40,3,1132.14,4,4,4,444
16369.0,40,3,1545.41,4,4,4,444
15132.0,40,5,977.93,4,4,4,444
14447.0,40,5,1163.23,4,4,4,444
17500.0,39,3,1138.0,4,4,4,444
12936.0,39,4,1063.9,4,4,4,444
14297.0,39,4,1305.33,4,4,4,444
15116.0,39,4,1352.75,4,4,4,444
17073.0,39,4,1446.09,4,4,4,444
14506.0,39,4,1703.65,4,4,4,444
13499.0,39,5,1159.11,4,4,4,444
12775.0,39,5,1386.04,4,4,4,444
15106.0,39,5,1422.52,4,4,4,444
17519.0,39,5,1508.72,4,4,4,444
16748.0,39,5,1515.9,4,4,4,444
16128.0,39,5,1880.22,4,4,4,444
16079.0,38,3,1352.0,4,4,4,444
16660.0,38,4,1267.65,4,4,4,444
14336.0,38,4,1614.91,4,4,4,444
15814.0,38,4,1945.33,4,4,4,444
15253.0,38,5,918.2,4,4,4,444
17410.0,38,5,1214.72,4,4,4,444
16066.0,38,5,1521.04,4,4,4,444
13831.0,38,5,1790.45,4,4,4,444
17469.0,38,5,1870.97,4,4,4,444
17463.0,38,5,1875.86,4,4,4,444
18130.0,37,3,1059.39,4,4,4,444
17671.0,37,3,1178.53,4,4,4,444
17096.0,37,4,1022.13,4,4,4,444
15858.0,37,4,1043.64,4,4,4,444
14591.0,37,4,1320.21,4,4,4,444
12937.0,37,4,1504.27,4,4,4,444
13719.0,37,5,1041.68,4,4,4,444
12494.0,37,5,1183.55,4,4,4,444
13995.0,37,5,1393.69,4,4,4,444
18161.0,37,5,1618.69,4,4,4,444
15594.0,37,5,1771.78,4,4,4,444
15793.0,36,3,965.61,4,4,4,444
12620.0,36,3,1339.41,4,4,4,444
13149.0,36,4,1676.06,4,4,4,444
13048.0,36,4,1819.41,4,4,4,444
17302.0,36,5,1135.63,4,4,4,444
17348.0,36,5,1156.6,4,4,4,444
15117.0,36,5,1551.78,4,4,4,444
17813.0,36,5,1698.07,4,4,4,444
15747.0,34,3,946.64,4,4,4,444
15436.0,34,3,1067.75,4,4,4,444
15009.0,34,3,1259.43,4,4,4,444
13064.0,34,4,1105.59,4,4,4,444
14859.0,34,4,1353.74,4,4,4,444
17515.0,53,4,639.02,4,4,3,443
16205.0,52,4,757.63,4,4,3,443
13623.0,52,5,727.74,4,4,3,443
14712.0,51,3,917.07,4,4,3,443
16907.0,51,4,748.84,4,4,3,443
18135.0,51,5,681.91,4,4,3,443
16460.0,50,3,811.23,4,4,3,443
14662.0,50,4,741.37,4,4,3,443
12691.0,50,5,855.8,4,4,3,443
14499.0,48,3,808.44,4,4,3,443
13892.0,48,4,632.97,4,4,3,443
14044.0,48,4,646.42,4,4,3,443
13984.0,48,4,765.71,4,4,3,443
17287.0,48,5,826.36,4,4,3,443
13835.0,47,4,834.57,4,4,3,443
18211.0,47,5,600.07,4,4,3,443
12883.0,46,4,703.47,4,4,3,443
15679.0,46,4,781.28,4,4,3,443
14715.0,46,4,867.38,4,4,3,443
16469.0,45,4,625.42,4,4,3,443
15584.0,45,4,720.86,4,4,3,443
13575.0,45,5,732.07,4,4,3,443
16809.0,45,5,914.69,4,4,3,443
17797.0,44,3,780.43,4,4,3,443
14332.0,44,3,840.21,4,4,3,443
14234.0,44,4,754.12,4,4,3,443
